position (x) [m],position (y) [m],position (z) [m],velocity (x) [m/s],velocity (y) [m/s],velocity (z) [m/s],time
0.0,0.0,0.0,0.0,0.0,0.0,11.86
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.863999999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.867999999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.871999999999998
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.875999999999998
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.879999999999997
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.883999999999997
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.887999999999996
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.891999999999996
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.895999999999995
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.899999999999995
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.903999999999995
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.907999999999994
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.911999999999994
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.915999999999993
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.919999999999993
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.923999999999992
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.927999999999992
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.931999999999992
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.935999999999991
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.93999999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.94399999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.94799999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.95199999999999
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.955999999999989
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.959999999999988
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.963999999999988
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.967999999999988
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.971999999999987
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.975999999999987
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.979999999999986
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.983999999999986
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.987999999999985
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.991999999999985
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.995999999999984
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,11.999999999999984
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,12.003999999999984
0.0,0.0,-0.22753693163394928,0.0,0.0,0.0,12.007999999999983
