accelerometer (x),accelerometer (y),accelerometer (z)
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
-0.05824577438043578,-0.03481297824748662,-9.791387477017809
