barometer pressure [Pa]
101322.766
101322.766
101321.52
101321.52
101323.836
101323.836
101318.484
101318.484
101318.695
101318.695
101320.414
101320.414
101322.484
101322.484
101324.91
101324.91
101322.33
101322.33
101322.516
101322.516
101321.74
101321.74
101324.71
101324.71
101325.086
101325.086
101320.59
101320.59
101322.92
101322.92
101322.16
101322.16
101319.15
101319.15
101323.03
101323.03
101323.45
101323.45
101322.42
101322.42
101325.12
101325.12
101324.59
101324.59
101322.94
101322.94
101324.23
101324.23
101317.95
101317.95
101322.22
101322.22
101320.98
101320.98
101320.42
101320.42
101316.73
101316.73
101320.34
101320.34
101309.2
101309.2
101296.83
101296.83
101282.1
101282.1
101265.43
101265.43
101246.42
101246.42
101233.625
101233.625
101211.164
101211.164
101191.625
101191.625
101164.95
101164.95
101133.56
101133.56
101093.77
101093.77
101057.164
101057.164
101022.74
101022.74
100986.984
100986.984
100951.98
100951.98
100916.42
100916.42
100880.88
100880.88
100842.14
100842.14
100808.63
100808.63
100780.086
100780.086
100762.625
100762.625
100747.01
100747.01
100735.164
100735.164
100729.41
100729.41
100731.72
100731.72
100729.35
100729.35
100725.63
100725.63
100728.44
100728.44
100726.37
100726.37
100728.914
100728.914
100725.59
100725.59
100731.37
100731.37
100730.4
100730.4
100727.94
100727.94
100725.25
100725.25
100723.25
100723.25
100724.67
100724.67
100728.81
100728.81
100726.36
100726.36
100723.73
100723.73
100723.484
100723.484
100723.0
100723.0
100724.766
100724.766
100724.516
100724.516
100725.34
100725.34
100723.8
100723.8
100724.83
100724.83
100726.234
100726.234
100725.11
100725.11
100719.59
100719.59
100719.75
100719.75
100721.5
100721.5
100722.22
100722.22
100721.37
100721.37
100719.08
100719.08
100717.29
100717.29
100718.96
100718.96
100721.96
100721.96
100722.625
100722.625
100721.54
100721.54
100723.35
100723.35
100721.22
100721.22
100720.85
100720.85
100724.56
100724.56
100723.484
100723.484
100723.13
100723.13
100722.53
100722.53
100724.86
100724.86
100725.45
100725.45
100722.67
100722.67
100723.984
100723.984
100725.59
100725.59
100724.516
100724.516
100724.83
100724.83
100720.22
100720.22
100726.3
100726.3
100721.86
100721.86
100724.56
100724.56
100721.92
100721.92
100723.445
100723.445
100722.17
100722.17
100722.69
100722.69
100722.66
100722.66
100723.05
100723.05
100722.484
100722.484
100725.766
100725.766
100722.92
100722.92
100724.78
100724.78
100725.02
100725.02
100722.58
100722.58
100725.68
100725.68
100721.695
100721.695
100724.9
100724.9
100724.93
100724.93
100724.67
100724.67
100721.81
100721.81
100722.14
100722.14
100724.61
100724.61
100724.02
100724.02
100720.98
100720.98
100720.375
100720.375
100722.08
100722.08
100723.695
100723.695
100722.12
100722.12
100719.94
100719.94
100722.96
100722.96
100724.234
100724.234
100740.41
100740.41
100760.58
100760.58
100772.75
100772.75
100790.336
100790.336
100807.06
100807.06
100825.74
100825.74
100844.625
100844.625
100867.8
100867.8
100885.11
100885.11
100896.664
100896.664
100916.54
100916.54
100934.15
100934.15
100952.08
100952.08
100972.21
100972.21
100988.805
100988.805
101006.734
101006.734
101025.86
101025.86
101039.36
101039.36
101057.05
101057.05
101075.99
101075.99
101093.65
101093.65
101109.58
101109.58
101131.664
101131.664
101148.16
101148.16
101163.87
101163.87
101182.53
101182.53
101205.26
101205.26
101218.98
101218.98
101232.61
101232.61
101244.46
101244.46
101255.09
101255.09
101265.46
101265.46
101277.305
101277.305
101278.414
101278.414
101284.125
101284.125
101296.484
101296.484
101304.97
101304.97
101312.48
101312.48
101324.64
101324.64
101321.484
101321.484
101318.69
101318.69
101319.96
