accelerometer (x),accelerometer (y),accelerometer (z)
-0.00022224817,0.0025537452,-9.800523
-0.00022224817,0.0025537452,-9.800523
-0.007380635477602482,0.0011772095458582044,-9.783515930175781
-0.007380635477602482,0.0011772095458582044,-9.783515930175781
-0.0037322641437640414,0.004345437104348093,-9.792069911956787
-0.0037322641437640414,0.004345437104348093,-9.792069911956787
-0.004612223063304555,-0.0014278304006438702,-9.799545049667358
-0.004612223063304555,-0.0014278304006438702,-9.799545049667358
-0.0008564901327190455,0.0029941323591629043,-9.799755454063416
-0.0008564901327190455,0.0029941323591629043,-9.799755454063416
0.0033601998457015725,0.0032042086313595064,-9.800730407238007
0.0033601998457015725,0.0032042086313595064,-9.800730407238007
-0.0019553517404347076,0.0075894756337220315,-9.799576610326767
-0.0019553517404347076,0.0075894756337220315,-9.799576610326767
-0.006094506450153858,0.007149867205953342,-9.80181734263897
-0.006094506450153858,0.007149867205953342,-9.80181734263897
0.001838420763533577,0.006363434696140757,-9.79643651098013
0.001838420763533577,0.006363434696140757,-9.79643651098013
0.0007720486674998028,0.001343292639376159,-9.795056443661451
0.0007720486674998028,0.001343292639376159,-9.795056443661451
0.008401690490757119,-0.0010161472071104072,-9.793159058317542
0.008401690490757119,-0.0010161472071104072,-9.793159058317542
0.008259824231373614,-0.0018871299715783607,-9.792880798690021
0.008259824231373614,-0.0018871299715783607,-9.792880798690021
0.0046827865234178034,-0.0038961304248346096,-9.794934642966837
0.0046827865234178034,-0.0038961304248346096,-9.794934642966837
-0.002729384348235442,-0.0033476341929770115,-9.796436971751973
-0.002729384348235442,-0.0033476341929770115,-9.796436971751973
0.003697816688347899,-0.006707394423173696,-9.799400183721446
0.003697816688347899,-0.006707394423173696,-9.799400183721446
-0.006851656159495789,-0.0013892647913777978,-9.801737235567998
-0.006851656159495789,-0.0013892647913777978,-9.801737235567998
-0.013004229302572945,-0.006182839028124221,-9.798470222245669
-0.013004229302572945,-0.006182839028124221,-9.798470222245669
-0.006023469766862188,-0.00785235541665763,-9.79888663852762
-0.006023469766862188,-0.00785235541665763,-9.79888663852762
-0.0022809068506022268,0.002528297981350569,-9.799696615162247
-0.0022809068506022268,0.002528297981350569,-9.799696615162247
-0.0028949941425303605,-0.005584236101195739,-9.797410811395821
-0.0028949941425303605,-0.005584236101195739,-9.797410811395821
0.0008319547441462682,2.125540890518529e-05,-9.801193637356846
0.0008319547441462682,2.125540890518529e-05,-9.801193637356846
0.008071118315898379,-0.00110239299408732,-9.801421365492388
0.008071118315898379,-0.00110239299408732,-9.801421365492388
0.001862927015047769,-0.005906938791384986,-9.798912148352883
0.001862927015047769,-0.005906938791384986,-9.798912148352883
0.004360296368187418,0.0013750622830735193,-9.79442029231609
0.004360296368187418,0.0013750622830735193,-9.79442029231609
-0.00393750910854054,0.0038606731146299117,-9.791347051828211
-0.00393750910854054,0.0038606731146299117,-9.791347051828211
-0.0038705733428806687,-0.003940529566271937,-9.795085204228315
-0.0038705733428806687,-0.003940529566271937,-9.795085204228315
-0.008235594016085597,-0.003166368768557328,-9.801352626375632
-0.008235594016085597,-0.003166368768557328,-9.801352626375632
0.0010591541693754335,-0.001902133786122957,-9.799127641465404
0.0010591541693754335,-0.001902133786122957,-9.799127641465404
-0.03590296109685563,-0.047058970015963396,-9.891474278343786
-0.03590296109685563,-0.047058970015963396,-9.891474278343786
-0.007255107599840875,-0.02041887645633046,-10.260434404796893
-0.007255107599840875,-0.02041887645633046,-10.260434404796893
-0.005055278990217207,-0.003963221632992347,-10.112304814550546
-0.005055278990217207,-0.003963221632992347,-10.112304814550546
-0.0013280768104757656,-0.002566883608291606,-10.008108679400518
-0.0013280768104757656,-0.002566883608291606,-10.008108679400518
-0.004801637314675539,-0.0026459187676956555,-9.94616869288019
-0.004801637314675539,-0.0026459187676956555,-9.94616869288019
-0.0061737086197576375,-0.006953346377136822,-9.839602367069979
-0.0061737086197576375,-0.006953346377136822,-9.839602367069979
-0.004919296435184352,0.0004364099251615429,-9.841992326570878
-0.004919296435184352,0.0004364099251615429,-9.841992326570878
-0.0021496015901731067,-0.0009986680983311224,-9.835799668229287
-0.0021496015901731067,-0.0009986680983311224,-9.835799668229287
-0.003875252852358749,0.004194542437106059,-9.8024275173727
-0.003875252852358749,0.004194542437106059,-9.8024275173727
-0.005070922694240178,-0.00243698821996168,-10.06725036452131
-0.005070922694240178,-0.00243698821996168,-10.06725036452131
0.00039899452446194236,-0.0004340998951197451,-9.999303874124669
0.00039899452446194236,-0.0004340998951197451,-9.999303874124669
-0.003701686808624408,0.0015853088287710753,-9.90963700252254
-0.003701686808624408,0.0015853088287710753,-9.90963700252254
0.0028380765832173123,0.0015712254766411884,-9.867721810129678
0.0028380765832173123,0.0015712254766411884,-9.867721810129678
0.0011306010545768983,0.001282381072735404,-9.835063106908102
0.0011306010545768983,0.001282381072735404,-9.835063106908102
-0.0024358445598940725,0.00030979508515540017,-9.82272011393989
-0.0024358445598940725,0.00030979508515540017,-9.82272011393989
-0.0027306584784393844,0.0015107101946142476,-9.81107261953098
-0.0027306584784393844,0.0015107101946142476,-9.81107261953098
0.0011077829565105171,0.0030896224639846465,-9.806499139355335
0.0011077829565105171,0.0030896224639846465,-9.806499139355335
0.00040019269442172504,0.008043790170899708,-9.80918056561883
0.00040019269442172504,0.008043790170899708,-9.80918056561883
-0.000928167773569069,-7.404343691881556e-05,-9.770093593966642
-0.000928167773569069,-7.404343691881556e-05,-9.770093593966642
-0.0016747031166078853,-0.005077117371844332,-9.803611593431075
-0.0016747031166078853,-0.005077117371844332,-9.803611593431075
0.0006786641762195921,-0.00676257548271968,-9.283740439507286
0.0006786641762195921,-0.00676257548271968,-9.283740439507286
-0.0010401940157369327,-0.0002869489294258457,-9.217086989925761
-0.0010401940157369327,-0.0002869489294258457,-9.217086989925761
-0.006240329155591902,-0.0014514293600230268,-9.242498496793935
-0.006240329155591902,-0.0014514293600230268,-9.242498496793935
-0.001461927038564174,-0.0062821239272310755,-9.344208289992427
-0.001461927038564174,-0.0062821239272310755,-9.344208289992427
0.0012575154169728912,-0.0057495193109936725,-9.460831428473996
0.0012575154169728912,-0.0057495193109936725,-9.460831428473996
-0.07576973415094959,0.021153867546417952,-9.531185043308042
-0.07576973415094959,0.021153867546417952,-9.531185043308042
